city,state_id,state_name,county_fips,county_name
Golden,CO,Colorado,8059,Jefferson
Clifton,CO,Colorado,8077,Mesa
South El Monte,CA,California,6037,Los Angeles
Arlington,WA,Washington,53061,Snohomish
Alice,TX,Texas,48249,Jim Wells
Murphy,TX,Texas,48085,Collin
Culpeper,VA,Virginia,51047,Culpeper
American Canyon,CA,California,6055,Napa
Neabsco,VA,Virginia,51153,Prince William
Ennis,TX,Texas,48139,Ellis
Tukwila,WA,Washington,53033,King
Prunedale,CA,California,6053,Monterey
Lomita,CA,California,6037,Los Angeles
Shelton,WA,Washington,53045,Mason
Cherry Hill,VA,Virginia,51153,Prince William
Linda,CA,California,6115,Yuba
Agoura Hills,CA,California,6037,Los Angeles
East Hemet,CA,California,6065,Riverside
Durango,CO,Colorado,8067,La Plata
Mead Valley,CA,California,6065,Riverside
La Cañada Flintridge,CA,California,6037,Los Angeles
South San Jose Hills,CA,California,6037,Los Angeles
Fairwood,WA,Washington,53033,King
Orinda,CA,California,6013,Contra Costa
Alamo,TX,Texas,48215,Hidalgo
Meadowbrook,VA,Virginia,51041,Chesterfield
Casa de Oro-Mount Helix,CA,California,6073,San Diego
Monroe,WA,Washington,53061,Snohomish
Rockport,TX,Texas,48007,Aransas
Franconia,VA,Virginia,51059,Fairfax
Front Royal,VA,Virginia,51187,Warren
Albany,CA,California,6001,Alameda
La Crescenta-Montrose,CA,California,6037,Los Angeles
Blythe,CA,California,6065,Riverside
Horizon City,TX,Texas,48141,El Paso
Anna,TX,Texas,48085,Collin
Sienna Plantation,TX,Texas,48157,Fort Bend
Angleton,TX,Texas,48039,Brazoria
Castaic,CA,California,6037,Los Angeles
Silverthorne,CO,Colorado,8117,Summit
Hermosa Beach,CA,California,6037,Los Angeles
Pinole,CA,California,6013,Contra Costa
Sherrelwood,CO,Colorado,8001,Adams
Stevenson Ranch,CA,California,6037,Los Angeles
Cameron Park,CA,California,6017,El Dorado
Red Bluff,CA,California,6103,Tehama
Bellaire,TX,Texas,48201,Harris
Five Corners,WA,Washington,53011,Clark
Terrell,TX,Texas,48257,Kaufman
Grandview,WA,Washington,53077,Yakima
Cimarron Hills,CO,Colorado,8041,El Paso
Port Isabel,TX,Texas,48061,Cameron
Bay City,TX,Texas,48321,Matagorda
Sudley,VA,Virginia,51153,Prince William
Anacortes,WA,Washington,53057,Skagit
Rancho Mirage,CA,California,6065,Riverside
Lynden,WA,Washington,53073,Whatcom
Bryn Mawr-Skyway,WA,Washington,53033,King
Uvalde,TX,Texas,48463,Uvalde
Brushy Creek,TX,Texas,48491,Williamson
Sunnyside,WA,Washington,53077,Yakima
Franklin Farm,VA,Virginia,51059,Fairfax
Chowchilla,CA,California,6039,Madera
Merrifield,VA,Virginia,51059,Fairfax
Idylwood,VA,Virginia,51059,Fairfax
Kilgore,TX,Texas,48183,Gregg
Radford,VA,Virginia,51750,Radford
Palestine,TX,Texas,48001,Anderson
Boerne,TX,Texas,48259,Kendall
Imperial,CA,California,6025,Imperial
Orange,TX,Texas,48361,Orange
Alton,TX,Texas,48215,Hidalgo
Beeville,TX,Texas,48025,Bee
Bon Air,VA,Virginia,51041,Chesterfield
Mountain House,CA,California,6077,San Joaquin
Ingleside,TX,Texas,48409,San Patricio
Burke Centre,VA,Virginia,51059,Fairfax
Brenham,TX,Texas,48477,Washington
Woodcrest,CA,California,6065,Riverside
White Settlement,TX,Texas,48439,Tarrant
Moraga,CA,California,6013,Contra Costa
Buckhall,VA,Virginia,51153,Prince William
Valle Vista,CA,California,6065,Riverside
Greenfield,CA,California,6053,Monterey
Santa Fe Springs,CA,California,6037,Los Angeles
Nipomo,CA,California,6079,San Luis Obispo
Laurel,VA,Virginia,51087,Henrico
Kingstowne,VA,Virginia,51059,Fairfax
Manassas Park,VA,Virginia,51685,Manassas Park
Lakeport,CA,California,6033,Lake
South Houston,TX,Texas,48201,Harris
Taylor,TX,Texas,48491,Williamson
Pecan Grove,TX,Texas,48157,Fort Bend
Nederland,TX,Texas,48245,Jefferson
Colonial Heights,VA,Virginia,51570,Colonial Heights
Stafford,TX,Texas,48157,Fort Bend
La Marque,TX,Texas,48167,Galveston
Gainesville,VA,Virginia,51153,Prince William
Portland,TX,Texas,48409,San Patricio
Pampa,TX,Texas,48179,Gray
McKinleyville,CA,California,6023,Humboldt
Coalinga,CA,California,6019,Fresno
Bastrop,TX,Texas,48021,Bastrop
Yelm,WA,Washington,53067,Thurston
Hybla Valley,VA,Virginia,51059,Fairfax
Camano,WA,Washington,53029,Island
Fort Hunt,VA,Virginia,51059,Fairfax
Buda,TX,Texas,48209,Hays
Gainesville,TX,Texas,48097,Cooke
Seagoville,TX,Texas,48113,Dallas
Crescent City,CA,California,6015,Del Norte
Live Oak,CA,California,6087,Santa Cruz
Rosedale,CA,California,6029,Kern
Bristol,VA,Virginia,51520,Bristol
Truckee,CA,California,6057,Nevada
Lindsay,CA,California,6107,Tulare
Highland Village,TX,Texas,48121,Denton
Bull Run,VA,Virginia,51153,Prince William
El Segundo,CA,California,6037,Los Angeles
Mercedes,TX,Texas,48215,Hidalgo
Bostonia,CA,California,6073,San Diego
Artesia,CA,California,6037,Los Angeles
Solvang,CA,California,6083,Santa Barbara
Los Osos,CA,California,6079,San Luis Obispo
Groveton,VA,Virginia,51059,Fairfax
Live Oak,TX,Texas,48029,Bexar
Vienna,VA,Virginia,51059,Fairfax
Crowley,TX,Texas,48439,Tarrant
Highland Springs,VA,Virginia,51087,Henrico
Cinco Ranch,TX,Texas,48157,Fort Bend
Wolf Trap,VA,Virginia,51059,Fairfax
Mount Pleasant,TX,Texas,48449,Titus
Ripon,CA,California,6077,San Joaquin
Rio Linda,CA,California,6067,Sacramento
Donna,TX,Texas,48215,Hidalgo
Stanford,CA,California,6085,Santa Clara
Celina,TX,Texas,48085,Collin
Gun Barrel City,TX,Texas,48213,Henderson
Addison,TX,Texas,48113,Dallas
East San Gabriel,CA,California,6037,Los Angeles
Sulphur Springs,TX,Texas,48223,Hopkins
Vincent,CA,California,6037,Los Angeles
Discovery Bay,CA,California,6013,Contra Costa
Canyon,TX,Texas,48381,Randall
Washougal,WA,Washington,53011,Clark
Cherryland,CA,California,6001,Alameda
Welby,CO,Colorado,8001,Adams
Phelan,CA,California,6071,San Bernardino
Lakeway,TX,Texas,48453,Travis
Clearlake,CA,California,6033,Lake
Fillmore,CA,California,6111,Ventura
Walnut Park,CA,California,6037,Los Angeles
King City,CA,California,6053,Monterey
Laguna Woods,CA,California,6059,Orange
White Center,WA,Washington,53033,King
Humble,TX,Texas,48201,Harris
Parkway,CA,California,6067,Sacramento
East Rancho Dominguez,CA,California,6037,Los Angeles
Sterling,CO,Colorado,8075,Logan
Purcellville,VA,Virginia,51107,Loudoun
Greenwood Village,CO,Colorado,8005,Arapahoe
Andrews,TX,Texas,48003,Andrews
McFarland,CA,California,6029,Kern
Parlier,CA,California,6019,Fresno
Fate,TX,Texas,48397,Rockwall
West University Place,TX,Texas,48201,Harris
East Highland Park,VA,Virginia,51087,Henrico
Glen Allen,VA,Virginia,51087,Henrico
Groves,TX,Texas,48245,Jefferson
La Palma,CA,California,6059,Orange
Avocado Heights,CA,California,6037,Los Angeles
Pacific Grove,CA,California,6053,Monterey
Pulaski,VA,Virginia,51155,Pulaski
Aldine,TX,Texas,48201,Harris
Kerman,CA,California,6019,Fresno
Mineral Wells,TX,Texas,48363,Palo Pinto
Elk Plain,WA,Washington,53053,Pierce
Hereford,TX,Texas,48117,Deaf Smith
Pleasanton,TX,Texas,48013,Atascosa
West Richland,WA,Washington,53005,Benton
Coto de Caza,CA,California,6059,Orange
Susanville,CA,California,6035,Lassen
Fort Carson,CO,Colorado,8041,El Paso
Hewitt,TX,Texas,48309,McLennan
Tehachapi,CA,California,6029,Kern
Alamo,CA,California,6013,Contra Costa
Taft,CA,California,6029,Kern
Ferndale,WA,Washington,53073,Whatcom
Livingston,CA,California,6047,Merced
Alpine,CA,California,6073,San Diego
Great Falls,VA,Virginia,51059,Fairfax
Jacksonville,TX,Texas,48073,Cherokee
Lamont,CA,California,6029,Kern
Lemon Hill,CA,California,6067,Sacramento
Royse City,TX,Texas,48397,Rockwall
Manor,TX,Texas,48453,Travis
Falls Church,VA,Virginia,51610,Falls Church
Port Orchard,WA,Washington,53035,Kitsap
Henderson,TX,Texas,48401,Rusk
North Fair Oaks,CA,California,6081,San Mateo
Hollins,VA,Virginia,51161,Roanoke
Toppenish,WA,Washington,53077,Yakima
North Auburn,CA,California,6061,Placer
Mill Valley,CA,California,6041,Marin
Salida,CA,California,6099,Stanislaus
Kings Park West,VA,Virginia,51059,Fairfax
Stone Ridge,VA,Virginia,51107,Loudoun
East Wenatchee,WA,Washington,53017,Douglas
California City,CA,California,6029,Kern
Hidalgo,TX,Texas,48215,Hidalgo
Hawaiian Gardens,CA,California,6037,Los Angeles
Seabrook,TX,Texas,48201,Harris
Lockhart,TX,Texas,48055,Caldwell
Steamboat Springs,CO,Colorado,8107,Routt
Black Forest,CO,Colorado,8041,El Paso
Pecos,TX,Texas,48389,Reeves
Dayton,TX,Texas,48291,Liberty
Dumas,TX,Texas,48341,Moore
Raymondville,TX,Texas,48489,Willacy
Frederick,CO,Colorado,8123,Weld
Fulshear,TX,Texas,48157,Fort Bend
Princeton,TX,Texas,48085,Collin
El Sobrante,CA,California,6065,Riverside
Oak Park,CA,California,6111,Ventura
Brandermill,VA,Virginia,51041,Chesterfield
Sun Village,CA,California,6037,Los Angeles
Levelland,TX,Texas,48219,Hockley
Broadlands,VA,Virginia,51107,Loudoun
Lake Forest Park,WA,Washington,53033,King
Avenal,CA,California,6031,Kings
Fruita,CO,Colorado,8077,Mesa
Red Oak,TX,Texas,48139,Ellis
Olivehurst,CA,California,6115,Yuba
Big Bear City,CA,California,6071,San Bernardino
Grover Beach,CA,California,6079,San Luis Obispo
Fortuna,CA,California,6023,Humboldt
Santa Fe,TX,Texas,48167,Galveston
Lindale,TX,Texas,48423,Smith
Lakeland South,WA,Washington,53033,King
Carpinteria,CA,California,6083,Santa Barbara
Glenn Heights,TX,Texas,48113,Dallas
Artondale,WA,Washington,53053,Pierce
Azle,TX,Texas,48439,Tarrant
Fort Morgan,CO,Colorado,8087,Morgan
Huntington,VA,Virginia,51059,Fairfax
Solana Beach,CA,California,6073,San Diego
Palos Verdes Estates,CA,California,6037,Los Angeles
Woodinville,WA,Washington,53033,King
Timberlake,VA,Virginia,51031,Campbell
Newington,VA,Virginia,51059,Fairfax
Rendon,TX,Texas,48439,Tarrant
Mount Vernon,VA,Virginia,51059,Fairfax
Superior,CO,Colorado,8013,Boulder
Lone Tree,CO,Colorado,8035,Douglas
Lumberton,TX,Texas,48199,Hardin
Fort Lewis,WA,Washington,53053,Pierce
Edgewood,WA,Washington,53053,Pierce
San Marino,CA,California,6037,Los Angeles
Lakeland Village,CA,California,6065,Riverside
Forest Hill,TX,Texas,48439,Tarrant
Sugarland Run,VA,Virginia,51107,Loudoun
Lakeland North,WA,Washington,53033,King
Lake Tapps,WA,Washington,53053,Pierce
Federal Heights,CO,Colorado,8001,Adams
Othello,WA,Washington,53001,Adams
Athens,TX,Texas,48213,Henderson
Elgin,TX,Texas,48021,Bastrop
La Homa,TX,Texas,48215,Hidalgo
Borger,TX,Texas,48233,Hutchinson
Bonita,CA,California,6073,San Diego
Manvel,TX,Texas,48039,Brazoria
Commerce,CA,California,6037,Los Angeles
Port Neches,TX,Texas,48245,Jefferson
Grand Terrace,CA,California,6071,San Bernardino
Richmond,TX,Texas,48157,Fort Bend
Fredericksburg,TX,Texas,48171,Gillespie
Muscoy,CA,California,6071,San Bernardino
Cheney,WA,Washington,53063,Spokane
Cherry Creek,CO,Colorado,8005,Arapahoe
San Anselmo,CA,California,6041,Marin
Marysville,CA,California,6115,Yuba
Trophy Club,TX,Texas,48121,Denton
Kelso,WA,Washington,53015,Cowlitz
Gatesville,TX,Texas,48099,Coryell
Lakeside,VA,Virginia,51087,Henrico
Newington Forest,VA,Virginia,51059,Fairfax
Lansdowne,VA,Virginia,51107,Loudoun
Minnehaha,WA,Washington,53011,Clark
Leon Valley,TX,Texas,48029,Bexar
Delhi,CA,California,6047,Merced
Newcastle,WA,Washington,53033,King
Poquoson,VA,Virginia,51735,Poquoson
Clayton,CA,California,6013,Contra Costa
Larkspur,CA,California,6041,Marin
Enumclaw,WA,Washington,53033,King
Wells Branch,TX,Texas,48453,Travis
Home Gardens,CA,California,6065,Riverside
Freeport,TX,Texas,48039,Brazoria
Melissa,TX,Texas,48085,Collin
Kingsburg,CA,California,6019,Fresno
Emeryville,CA,California,6001,Alameda
Sedro-Woolley,WA,Washington,53057,Skagit
Fairfax Station,VA,Virginia,51059,Fairfax
Prairie Ridge,WA,Washington,53053,Pierce
Maltby,WA,Washington,53061,Snohomish
Glenwood Springs,CO,Colorado,8045,Garfield
Camp Pendleton South,CA,California,6073,San Diego
Robinson,TX,Texas,48309,McLennan
Berkley,CO,Colorado,8001,Adams
Port Lavaca,TX,Texas,48057,Calhoun
Healdsburg,CA,California,6097,Sonoma
East Renton Highlands,WA,Washington,53033,King
Malibu,CA,California,6037,Los Angeles
Newman,CA,California,6099,Stanislaus
Tomball,TX,Texas,48201,Harris
Scotts Valley,CA,California,6087,Santa Cruz
View Park-Windsor Hills,CA,California,6037,Los Angeles
Robstown,TX,Texas,48355,Nueces
Lake Los Angeles,CA,California,6037,Los Angeles
Diamond Springs,CA,California,6017,El Dorado
Mendota,CA,California,6019,Fresno
Clute,TX,Texas,48039,Brazoria
Tamalpais-Homestead Valley,CA,California,6041,Marin
Madison Heights,VA,Virginia,51009,Amherst
Bothell East,WA,Washington,53061,Snohomish
Dranesville,VA,Virginia,51059,Fairfax
El Campo,TX,Texas,48481,Wharton
Wakefield,VA,Virginia,51059,Fairfax
Alum Rock,CA,California,6085,Santa Clara
Woodland Park,CO,Colorado,8119,Teller
Roma,TX,Texas,48427,Starr
Magalia,CA,California,6007,Butte
Webster,TX,Texas,48201,Harris
Fort Bliss,TX,Texas,48141,El Paso
Signal Hill,CA,California,6037,Los Angeles
Los Alamitos,CA,California,6059,Orange
Cascades,VA,Virginia,51107,Loudoun
Hillsborough,CA,California,6081,San Mateo
Snyder,TX,Texas,48415,Scurry
Winton,CA,California,6047,Merced
Canyon Lake,CA,California,6065,Riverside
Burkburnett,TX,Texas,48485,Wichita
Lamesa,TX,Texas,48115,Dawson
Poulsbo,WA,Washington,53035,Kitsap
Piedmont,CA,California,6001,Alameda
Selma,TX,Texas,48029,Bexar
Rossmoor,CA,California,6059,Orange
Rifle,CO,Colorado,8045,Garfield
Valley Center,CA,California,6073,San Diego
Orange Cove,CA,California,6019,Fresno
Four Corners,TX,Texas,48157,Fort Bend
Lake Morton-Berrydale,WA,Washington,53033,King
Pearsall,TX,Texas,48163,Frio
Liberty Lake,WA,Washington,53063,Spokane
Manchester,VA,Virginia,51041,Chesterfield
Soquel,CA,California,6087,Santa Cruz
Lake Monticello,VA,Virginia,51065,Fluvanna
Lowes Island,VA,Virginia,51107,Loudoun
Bacliff,TX,Texas,48167,Galveston
La Riviera,CA,California,6067,Sacramento
Forest,VA,Virginia,51019,Bedford
The Pinery,CO,Colorado,8035,Douglas
Sierra Madre,CA,California,6037,Los Angeles
Castle Pines,CO,Colorado,8035,Douglas
Galena Park,TX,Texas,48201,Harris
Bellmead,TX,Texas,48309,McLennan
Gig Harbor,WA,Washington,53053,Pierce
Farmersville,CA,California,6107,Tulare
Smithfield,VA,Virginia,51093,Isle of Wight
Cleveland,TX,Texas,48291,Liberty
Alamosa,CO,Colorado,8003,Alamosa
Anderson,CA,California,6089,Shasta
Wyndham,VA,Virginia,51087,Henrico
Norton,VA,Virginia,51720,Norton
Morro Bay,CA,California,6079,San Luis Obispo
Fairview,CA,California,6001,Alameda
San Diego Country Estates,CA,California,6073,San Diego
Exeter,CA,California,6107,Tulare
Sweetwater,TX,Texas,48353,Nolan
Jacinto City,TX,Texas,48201,Harris
Oak Hills,CA,California,6071,San Bernardino
New Baltimore,VA,Virginia,51061,Fauquier
Wellington,CO,Colorado,8069,Larimer
Sumner,WA,Washington,53053,Pierce
Shasta Lake,CA,California,6089,Shasta
Rodeo,CA,California,6013,Contra Costa
Vidor,TX,Texas,48361,Orange
Bonham,TX,Texas,48147,Fannin
Fort Bragg,CA,California,6045,Mendocino
East Whittier,CA,California,6037,Los Angeles
Vernon,TX,Texas,48487,Wilbarger
Vashon,WA,Washington,53033,King
Lake Stickney,WA,Washington,53061,Snohomish
Fort Lupton,CO,Colorado,8123,Weld
Gunbarrel,CO,Colorado,8013,Boulder
Fife,WA,Washington,53053,Pierce
Snohomish,WA,Washington,53061,Snohomish
Citrus,CA,California,6037,Los Angeles
Charter Oak,CA,California,6037,Los Angeles
Fair Oaks Ranch,TX,Texas,48029,Bexar
Warrenton,VA,Virginia,51061,Fauquier
Capitola,CA,California,6087,Santa Cruz
Midland,WA,Washington,53053,Pierce
Quartz Hill,CA,California,6037,Los Angeles
Del Aire,CA,California,6037,Los Angeles
Country Club,CA,California,6077,San Joaquin
Garden Acres,CA,California,6077,San Joaquin
Orland,CA,California,6021,Glenn
Helotes,TX,Texas,48029,Bexar
Fort Irwin,CA,California,6071,San Bernardino
Madera Acres,CA,California,6039,Madera
Gloucester Point,VA,Virginia,51073,Gloucester
Marina del Rey,CA,California,6037,Los Angeles
Stonegate,CO,Colorado,8035,Douglas
Port Townsend,WA,Washington,53031,Jefferson
Lake Barcroft,VA,Virginia,51059,Fairfax
Mentone,CA,California,6071,San Bernardino
George Mason,VA,Virginia,51059,Fairfax
Corte Madera,CA,California,6041,Marin
Cuero,TX,Texas,48123,DeWitt
Rio Vista,CA,California,6095,Solano
Eidson Road,TX,Texas,48323,Maverick
West Athens,CA,California,6037,Los Angeles
Countryside,VA,Virginia,51107,Loudoun
Commerce,TX,Texas,48231,Hunt
West Tawakoni,TX,Texas,48231,Hunt
Rio del Mar,CA,California,6087,Santa Cruz
Waterford,CA,California,6099,Stanislaus
Yorkshire,VA,Virginia,51153,Prince William
Blackhawk,CA,California,6013,Contra Costa
Bishop,CA,California,6027,Inyo
Alderwood Manor,WA,Washington,53061,Snohomish
Craig,CO,Colorado,8081,Moffat
Mount Vista,WA,Washington,53011,Clark
Silsbee,TX,Texas,48199,Hardin
Roxborough Park,CO,Colorado,8035,Douglas
DuPont,WA,Washington,53053,Pierce
Fort Stockton,TX,Texas,48371,Pecos
Airway Heights,WA,Washington,53063,Spokane
Lantana,TX,Texas,48121,Denton
Hondo,TX,Texas,48325,Medina
Roanoke,TX,Texas,48121,Denton
Navasota,TX,Texas,48185,Grimes
Brownfield,TX,Texas,48445,Terry
Stuarts Draft,VA,Virginia,51015,Augusta
Golden Hills,CA,California,6029,Kern
Edwards,CO,Colorado,8037,Eagle
Woodmoor,CO,Colorado,8041,El Paso
Heath,TX,Texas,48397,Rockwall
Birch Bay,WA,Washington,53073,Whatcom
College Place,WA,Washington,53071,Walla Walla
Liberty,TX,Texas,48291,Liberty
Lexington,VA,Virginia,51678,Lexington
Sultan,WA,Washington,53061,Snohomish
Gridley,CA,California,6007,Butte
Burlington,WA,Washington,53057,Skagit
Cloverdale,CA,California,6097,Sonoma
Independent Hill,VA,Virginia,51153,Prince William
Good Hope,CA,California,6065,Riverside
Basalt,CO,Colorado,8037,Eagle
Calimesa,CA,California,6065,Riverside
Dunn Loring,VA,Virginia,51059,Fairfax
Ridgefield,WA,Washington,53011,Clark
Fairview,TX,Texas,48085,Collin
Woodburn,VA,Virginia,51059,Fairfax
Berthoud,CO,Colorado,8069,Larimer
San Elizario,TX,Texas,48141,El Paso
Tiburon,CA,California,6041,Marin
Highland Park,TX,Texas,48113,Dallas
Picnic Point,WA,Washington,53061,Snohomish
Woodway,TX,Texas,48309,McLennan
Delta,CO,Colorado,8029,Delta
Triangle,VA,Virginia,51153,Prince William
Derby,CO,Colorado,8001,Adams
Felida,WA,Washington,53011,Clark
Summit,WA,Washington,53053,Pierce
Lake Arrowhead,CA,California,6071,San Bernardino
Aledo,TX,Texas,48367,Parker
Whitehouse,TX,Texas,48423,Smith
Innsbrook,VA,Virginia,51087,Henrico
Evergreen,CO,Colorado,8059,Jefferson
Wharton,TX,Texas,48481,Wharton
Redlands,CO,Colorado,8077,Mesa
Graham,TX,Texas,48503,Young
Needles,CA,California,6071,San Bernardino
Cortez,CO,Colorado,8083,Montezuma
Sanger,TX,Texas,48121,Denton
Seven Corners,VA,Virginia,51059,Fairfax
Kirby,TX,Texas,48029,Bexar
Dumbarton,VA,Virginia,51087,Henrico
Crestline,CA,California,6071,San Bernardino
Greenbriar,VA,Virginia,51059,Fairfax
Montesano,WA,Washington,53027,Grays Harbor
Earlimart,CA,California,6107,Tulare
Hoquiam,WA,Washington,53027,Grays Harbor
Fishersville,VA,Virginia,51015,Augusta
Kennedale,TX,Texas,48439,Tarrant
Monahans,TX,Texas,48475,Ward
Richlands,VA,Virginia,51185,Tazewell
Alamo Heights,TX,Texas,48029,Bexar
Orting,WA,Washington,53053,Pierce
Fairmount,CO,Colorado,8059,Jefferson
Corning,CA,California,6103,Tehama
Farmville,VA,Virginia,51147,Prince Edward
Aspen,CO,Colorado,8097,Pitkin
Ione,CA,California,6005,Amador
Lucas,TX,Texas,48085,Collin
Franklin,VA,Virginia,51620,Franklin
Perryton,TX,Texas,48357,Ochiltree
Terrace Heights,WA,Washington,53077,Yakima
Hillsboro,TX,Texas,48217,Hill
Summit View,WA,Washington,53053,Pierce
University of Virginia,VA,Virginia,51003,Albemarle
Onalaska,TX,Texas,48373,Polk
Los Altos Hills,CA,California,6085,Santa Clara
Lake of the Woods,VA,Virginia,51137,Orange
August,CA,California,6077,San Joaquin
Spring Valley Lake,CA,California,6071,San Bernardino
Fair Lakes,VA,Virginia,51059,Fairfax
Aransas Pass,TX,Texas,48409,San Patricio
Long Branch,VA,Virginia,51059,Fairfax
Hempstead,TX,Texas,48473,Waller
West Livingston,TX,Texas,48373,Polk
Midway City,CA,California,6059,Orange
Quincy,WA,Washington,53025,Grant
Larkfield-Wikiup,CA,California,6097,Sonoma
Dalhart,TX,Texas,48111,Dallam
Gonzales,CA,California,6053,Monterey
Orosi,CA,California,6107,Tulare
Milton,WA,Washington,53053,Pierce
Firebaugh,CA,California,6019,Fresno
Floris,VA,Virginia,51059,Fairfax
Trinidad,CO,Colorado,8071,Las Animas
Alondra Park,CA,California,6037,Los Angeles
Montecito,CA,California,6083,Santa Barbara
Mammoth Lakes,CA,California,6051,Mono
Westlake Village,CA,California,6037,Los Angeles
Twin Lakes,CO,Colorado,8001,Adams
Pismo Beach,CA,California,6079,San Luis Obispo
Milliken,CO,Colorado,8123,Weld
South San Gabriel,CA,California,6037,Los Angeles
Ephrata,WA,Washington,53025,Grant
Rockwood,VA,Virginia,51041,Chesterfield
Cherry Valley,CA,California,6065,Riverside
Omak,WA,Washington,53047,Okanogan
Vandenberg Village,CA,California,6083,Santa Barbara
Duvall,WA,Washington,53033,King
Vinton,VA,Virginia,51161,Roanoke
Joshua,TX,Texas,48251,Johnson
Monument,CO,Colorado,8041,El Paso
Selah,WA,Washington,53077,Yakima
Applewood,CO,Colorado,8059,Jefferson
Sudden Valley,WA,Washington,53073,Whatcom
Hollymead,VA,Virginia,51003,Albemarle
Lake Dallas,TX,Texas,48121,Denton
Rolling Hills Estates,CA,California,6037,Los Angeles
Willits,CA,California,6045,Mendocino
Floresville,TX,Texas,48493,Wilson
Loudoun Valley Estates,VA,Virginia,51107,Loudoun
Laurel Hill,VA,Virginia,51059,Fairfax
Paloma Creek South,TX,Texas,48121,Denton
Lampasas,TX,Texas,48281,Lampasas
Fort Belvoir,VA,Virginia,51059,Fairfax
La Junta,CO,Colorado,8089,Otero
Richland Hills,TX,Texas,48439,Tarrant
Wytheville,VA,Virginia,51197,Wythe
Hitchcock,TX,Texas,48167,Galveston
Topanga,CA,California,6037,Los Angeles
Jersey Village,TX,Texas,48201,Harris
Ashland,VA,Virginia,51085,Hanover
Fruitvale,CO,Colorado,8077,Mesa
Seminole,TX,Texas,48165,Gaines
Abingdon,VA,Virginia,51191,Washington
Bridge City,TX,Texas,48361,Orange
Woodlake,CA,California,6107,Tulare
Templeton,CA,California,6079,San Luis Obispo
Los Fresnos,TX,Texas,48061,Cameron
Covington,VA,Virginia,51580,Covington
Winters,CA,California,6113,Yolo
Breckenridge,CO,Colorado,8117,Summit
Interlaken,CA,California,6087,Santa Cruz
Aubrey,TX,Texas,48121,Denton
Rio Bravo,TX,Texas,48479,Webb
Kaufman,TX,Texas,48257,Kaufman
Guadalupe,CA,California,6083,Santa Barbara
Oroville East,CA,California,6007,Butte
Estes Park,CO,Colorado,8069,Larimer
Jasper,TX,Texas,48241,Jasper
Salida,CO,Colorado,8015,Chaffee
South Boston,VA,Virginia,51083,Halifax
Boyes Hot Springs,CA,California,6097,Sonoma
Highlands,TX,Texas,48201,Harris
Granite Falls,WA,Washington,53061,Snohomish
Hornsby Bend,TX,Texas,48453,Travis
Carbondale,CO,Colorado,8045,Garfield
Sebastopol,CA,California,6097,Sonoma
Collinsville,VA,Virginia,51089,Henry
Holtville,CA,California,6025,Imperial
Piñon Hills,CA,California,6071,San Bernardino
Lamar,CO,Colorado,8099,Prowers
Chehalis,WA,Washington,53041,Lewis
Waller,WA,Washington,53053,Pierce
River Oaks,TX,Texas,48439,Tarrant
Wapato,WA,Washington,53077,Yakima
Escalon,CA,California,6077,San Joaquin
Lake Shore,WA,Washington,53011,Clark
Joshua Tree,CA,California,6071,San Bernardino
Plumas Lake,CA,California,6115,Yuba
Hughson,CA,California,6099,Stanislaus
Lago Vista,TX,Texas,48453,Travis
Jackson,CA,California,6005,Amador
Montrose,VA,Virginia,51087,Henrico
Gold River,CA,California,6067,Sacramento
Big Stone Gap,VA,Virginia,51195,Wise
Gonzales,TX,Texas,48177,Gonzales
Fairfax,CA,California,6041,Marin
Yreka,CA,California,6093,Siskiyou
Dos Palos,CA,California,6047,Merced
Oceano,CA,California,6079,San Luis Obispo
Mount Shasta,CA,California,6093,Siskiyou
Ojai,CA,California,6111,Ventura
Florence,CO,Colorado,8043,Fremont
North Bend,WA,Washington,53033,King
Marion,VA,Virginia,51173,Smyth
Cotati,CA,California,6097,Sonoma
Providence Village,TX,Texas,48121,Denton
Gypsum,CO,Colorado,8037,Eagle
Clarkston,WA,Washington,53003,Asotin
Camp Pendleton North,CA,California,6073,San Diego
Stanwood,WA,Washington,53061,Snohomish
Mexia,TX,Texas,48293,Limestone
Mantua,VA,Virginia,51059,Fairfax
Strasburg,VA,Virginia,51171,Shenandoah
University of California-Davis,CA,California,6113,Yolo
Lochbuie,CO,Colorado,8123,Weld
North Springfield,VA,Virginia,51059,Fairfax
Huron,CA,California,6019,Fresno
Alta Sierra,CA,California,6057,Nevada
Tanglewilde,WA,Washington,53067,Thurston
Murillo,TX,Texas,48215,Hidalgo
Hobart,WA,Washington,53033,King
Crystal City,TX,Texas,48507,Zavala
Bedford,VA,Virginia,51019,Bedford
Woodstock,VA,Virginia,51171,Shenandoah
Willows,CA,California,6021,Glenn
Acton,CA,California,6037,Los Angeles
La Feria,TX,Texas,48061,Cameron
Gunnison,CO,Colorado,8051,Gunnison
Sandston,VA,Virginia,51087,Henrico
Nuevo,CA,California,6065,Riverside
Pacific,WA,Washington,53033,King
Elsa,TX,Texas,48215,Hidalgo
Crozet,VA,Virginia,51003,Albemarle
Pollock Pines,CA,California,6017,El Dorado
Atherton,CA,California,6081,San Mateo
Kingsland,TX,Texas,48299,Llano
Calipatria,CA,California,6025,Imperial
Mead,WA,Washington,53063,Spokane
Parkwood,WA,Washington,53035,Kitsap
Marble Falls,TX,Texas,48053,Burnet
Decatur,TX,Texas,48497,Wise
